date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
10-23-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-24-01,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-25-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-26-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-27-01,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-28-01,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-29-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-30-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-31-01,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
10-32-01,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-33-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-34-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-35-01,0,0,31,0,0,0,0,0,0,0,0,0,46,37,31,0
10-36-01,0,0,0,0,0,0,0,0,0,0,0,0,47,35,0,0
10-37-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-38-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-39-11,38,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-40-01,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-41-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-42-01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-43-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-44-01,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-45-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-48-41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-50-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-51-21,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
10-52-01,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
10-53-01,0,0,0,0,0,0,0,0,40,31,0,0,0,0,0,0
10-54-01,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
10-55-01,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
10-56-01,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
10-57-01,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
10-58-01,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
10-59-01,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
11-00-31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
11-01-21,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-02-01,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
11-03-01,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
11-04-01,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
11-05-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-06-41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-08-01,0,0,0,0,0,0,55,0,0,31,0,0,0,0,0,0
11-09-01,0,0,0,0,0,0,31,0,0,35,0,0,0,31,0,0
11-10-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-31,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
11-13-11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-14-01,0,0,0,0,0,0,0,0,0,33,0,0,0,36,0,0
11-15-01,0,0,0,0,0,0,42,0,0,31,0,0,0,31,0,0
11-16-01,0,0,0,0,0,0,37,0,0,0,0,0,0,35,0,0
11-17-01,0,0,0,0,0,0,36,0,0,0,0,0,0,41,36,0
11-18-01,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
11-19-01,0,0,0,0,0,0,40,0,0,0,0,0,0,35,0,0
11-20-01,0,0,0,0,0,0,45,0,0,0,0,0,0,33,0,0
11-21-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-22-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-23-01,0,0,0,0,0,0,33,0,0,0,0,0,0,32,0,0
11-24-01,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
11-25-01,0,0,0,0,0,0,31,0,0,0,0,0,0,31,0,0
11-26-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-27-01,0,0,0,0,0,0,0,0,0,32,0,0,0,34,0,0
11-28-21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-29-01,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
11-30-11,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
11-31-01,0,0,31,36,0,31,0,0,0,0,0,0,0,0,0,0
11-33-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-34-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
11-35-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-36-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-37-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-39-51,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
11-40-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-41-41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-01,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-41,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-44-01,31,0,0,0,0,32,31,0,0,0,0,0,0,0,0,0
11-46-41,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-47-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-48-01,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
11-49-01,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-51-01,0,0,0,0,0,0,35,0,0,0,0,0,0,0,31,0
11-52-01,0,0,0,0,0,0,33,0,0,31,0,0,0,0,0,0
11-53-01,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0
11-55-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-57-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-58-21,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-00-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
12-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-03-11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-04-01,0,0,0,0,0,34,0,0,0,0,0,0,0,33,0,0
12-05-01,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
12-06-21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
12-07-01,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-51,0,0,0,0,0,31,0,0,0,0,0,0,0,31,0,0
12-09-11,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
12-10-01,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-11-01,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-12-01,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
12-13-01,0,0,0,0,0,31,0,0,0,0,0,0,0,31,0,0
12-14-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-15-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-16-41,0,0,0,0,0,35,0,0,0,0,0,0,0,33,0,0
12-17-01,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-18-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-19-01,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-20-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-21-01,0,0,0,0,0,35,0,0,0,0,0,0,0,31,0,0
12-22-31,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0
12-23-21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-24-11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
12-25-01,0,0,0,0,0,0,37,0,31,0,0,0,0,0,0,0
12-26-01,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
12-27-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-28-01,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
12-29-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
12-30-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-31-01,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0
12-32-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-33-01,0,0,0,0,0,31,41,0,0,0,0,0,0,31,0,0
12-34-11,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
12-35-01,0,0,0,0,0,0,32,0,0,0,0,0,0,31,0,0
12-36-01,0,0,0,0,0,0,31,0,32,0,0,0,0,0,0,0
12-37-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-38-01,0,0,0,31,0,32,0,0,0,0,0,0,0,0,0,0
12-39-11,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0
12-40-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-41-11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
12-42-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-43-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-44-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-45-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-46-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-47-11,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-48-01,0,0,36,0,0,33,34,0,0,0,0,0,0,31,34,0
12-49-31,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
12-50-01,0,0,33,31,0,0,31,0,0,0,0,0,0,0,0,0
12-51-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,0
12-52-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
12-53-11,33,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
12-54-01,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
12-55-01,0,0,0,0,0,0,44,0,0,0,0,32,0,0,0,0
12-56-01,0,0,0,0,0,44,0,0,0,0,0,0,0,0,31,0
12-57-01,0,0,0,0,0,46,0,0,31,0,0,0,0,0,0,0
12-58-01,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
12-59-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
13-00-01,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
13-01-01,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
13-02-01,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
13-03-01,0,0,0,0,0,52,0,0,31,0,0,0,0,31,35,0
13-04-01,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
13-08-41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-09-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,32,0
13-10-01,40,0,0,0,0,0,33,0,0,45,0,0,0,50,36,0
13-11-01,39,0,0,0,0,0,0,0,0,40,0,0,0,53,35,0
13-12-01,42,0,0,0,0,32,0,0,0,47,0,0,0,53,42,0
13-13-01,41,0,0,0,0,0,0,0,0,43,0,0,0,51,43,0
13-14-01,42,0,33,0,0,0,0,0,0,45,0,0,0,53,40,0
13-15-01,39,0,0,0,31,0,0,0,0,45,0,0,0,53,42,0
13-16-01,40,0,31,0,0,0,31,0,0,44,0,0,0,52,39,0
13-17-01,40,0,0,0,31,0,0,0,0,48,0,0,0,51,41,0
13-18-01,41,0,33,0,31,0,0,0,0,47,0,0,0,53,41,0
13-19-01,42,0,34,0,0,0,0,0,0,47,0,0,0,53,43,0
13-20-01,42,0,37,33,0,0,0,0,0,45,0,0,0,53,39,0
13-21-01,41,0,31,0,0,0,32,0,0,46,0,0,0,53,41,0
13-22-01,41,0,34,0,0,0,33,0,0,45,0,0,0,53,41,0
13-23-01,40,0,0,0,31,0,0,0,0,44,0,0,0,53,41,0
13-24-01,41,0,31,0,31,0,33,0,0,46,0,0,0,52,40,0
13-25-01,40,0,0,0,31,0,0,0,0,45,0,0,0,52,41,0
13-26-01,41,0,0,0,31,0,31,0,0,45,0,0,0,53,40,0
13-27-01,42,0,0,0,31,0,35,0,0,45,0,0,0,53,0,0
13-28-01,40,0,0,0,32,0,33,0,0,46,0,0,0,53,39,0
13-29-01,40,0,0,0,0,0,31,0,0,45,0,0,0,53,40,0
13-30-01,41,0,0,0,31,0,0,0,0,45,0,0,0,52,39,0
13-31-01,40,0,0,0,0,0,0,0,0,46,0,0,0,51,41,0
13-32-01,39,0,0,0,0,0,0,0,0,44,0,0,0,52,41,0
13-33-01,43,0,0,0,31,0,0,0,0,44,0,0,0,52,41,0
13-34-01,39,0,0,0,0,0,0,0,0,44,0,0,0,52,40,0
13-35-01,41,0,0,0,0,0,0,0,0,43,0,0,0,54,0,0
13-36-01,40,0,33,0,0,0,0,0,0,44,0,0,0,52,41,0
13-37-01,40,0,34,0,0,0,31,0,0,45,0,0,0,53,41,0
13-38-01,41,0,0,0,31,0,32,0,0,46,0,0,0,52,40,0
13-39-01,41,0,0,0,0,0,0,0,0,46,0,0,0,53,40,0
13-40-01,40,0,0,0,31,0,0,0,0,43,0,0,0,53,40,0
13-41-01,40,0,0,0,31,0,35,0,0,48,0,0,0,52,42,0
13-42-01,41,0,0,0,0,0,38,0,0,46,0,0,0,53,42,0
13-43-01,40,0,0,0,0,0,35,0,0,45,0,0,0,53,42,0
13-44-01,41,0,0,0,31,0,33,0,0,47,0,0,0,50,42,0
13-45-01,40,0,0,31,0,31,0,0,0,46,0,0,0,52,42,0
13-46-01,40,0,0,0,0,0,0,0,0,47,0,0,0,53,43,0
13-47-01,40,0,0,0,31,0,0,0,0,44,0,0,0,53,42,0
13-48-01,40,0,0,0,31,0,0,0,0,47,0,0,0,53,43,0
13-49-01,40,0,0,0,0,0,41,0,0,45,0,0,0,53,41,0
13-50-01,40,0,0,0,0,0,0,0,0,47,0,0,0,52,0,0
13-51-01,41,0,0,0,0,0,40,0,0,47,0,0,0,53,40,0
13-52-01,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
13-53-01,39,0,0,0,31,0,0,0,0,48,0,0,0,53,42,0
13-54-01,41,0,0,0,0,0,0,0,0,49,0,0,0,52,42,0
13-55-01,40,0,0,0,0,0,0,0,0,44,0,0,0,53,41,0
13-56-01,38,0,0,0,31,0,31,0,0,45,0,0,0,50,41,0
13-57-01,41,0,0,0,31,31,35,0,0,45,0,0,0,52,43,0
13-58-01,40,0,0,0,31,0,0,0,0,41,0,0,0,52,42,0
13-59-01,43,0,0,0,0,0,0,0,31,46,0,0,0,51,42,0
14-00-01,40,0,0,0,0,0,48,0,0,44,0,0,0,53,41,0
14-01-01,40,0,0,0,0,0,33,0,0,45,0,0,0,50,40,0
14-02-01,40,0,0,0,0,0,41,0,0,45,0,0,0,52,43,0
14-03-01,40,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-04-01,39,0,0,0,0,0,0,0,0,0,0,0,0,52,42,0
14-05-01,40,0,0,0,31,0,0,0,0,42,0,0,0,52,42,0
14-06-01,40,0,0,0,0,0,0,0,0,45,0,0,0,52,42,0
14-07-01,41,0,0,0,31,0,0,0,0,47,0,0,0,51,45,0
14-08-01,42,0,31,0,0,0,0,0,0,46,0,0,0,52,42,0
14-09-01,42,0,0,0,31,0,0,0,0,47,0,0,0,52,44,0
14-10-01,41,0,0,0,0,0,0,0,0,49,0,0,0,52,41,0
14-11-01,41,0,0,0,0,0,0,0,0,47,0,0,0,53,43,0
14-12-01,39,0,0,0,0,0,0,0,0,46,0,0,0,51,42,0
14-13-01,41,0,0,0,31,0,0,0,0,45,0,0,0,52,42,0
14-14-01,41,0,0,0,31,0,0,0,32,47,0,0,0,52,42,0
14-15-01,40,0,0,0,0,0,36,0,0,46,0,0,0,52,42,0
14-16-01,39,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-17-01,40,0,0,0,31,0,31,0,0,47,0,0,0,52,42,0
14-18-01,40,0,31,0,0,0,0,0,0,47,0,0,0,52,42,0
14-19-01,41,0,0,0,0,0,40,0,0,47,0,0,0,52,43,0
14-20-01,40,0,0,0,31,0,31,0,0,46,0,0,0,52,43,0
14-21-01,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-22-01,41,0,31,0,31,0,0,0,0,47,0,0,0,50,43,0
14-23-01,39,0,0,0,0,0,34,0,0,47,0,0,0,51,43,0
14-24-01,41,0,0,0,31,0,32,0,0,0,0,0,0,52,43,0
14-25-01,44,0,0,0,0,0,0,0,0,46,0,0,0,52,43,0
14-26-01,41,0,0,0,0,0,0,0,0,46,0,0,0,51,41,0
14-27-01,40,0,0,0,31,0,0,0,0,47,0,0,0,52,41,0
14-28-01,40,0,32,0,31,0,0,0,0,47,0,0,0,52,43,0
14-29-01,40,0,38,0,31,0,0,0,0,46,0,0,0,50,43,0
14-30-01,42,0,32,0,31,0,0,0,0,43,0,0,0,52,42,0
14-31-01,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-32-01,40,0,0,0,0,0,0,0,0,47,0,0,0,52,42,0
14-33-01,39,0,0,0,31,0,0,0,0,45,0,0,0,51,42,0
14-34-01,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-35-01,42,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-36-01,41,0,0,0,0,0,0,0,0,46,0,0,0,51,44,0
14-37-01,39,0,0,0,31,31,0,0,0,47,0,0,0,51,43,0
14-38-01,42,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-39-01,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-40-01,39,0,0,0,0,0,37,0,0,46,0,0,0,52,43,0
14-41-01,41,0,0,0,0,0,37,0,0,48,0,0,0,52,45,0
14-42-01,40,0,0,0,31,35,32,0,0,47,0,0,0,51,42,0
14-43-01,41,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-44-01,41,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-45-01,42,0,0,0,32,0,0,0,0,48,0,0,0,52,41,0
14-46-01,40,0,0,0,0,0,34,0,0,45,0,0,0,51,43,0
14-47-01,40,0,0,0,31,0,33,0,0,46,0,0,0,52,43,0
14-48-01,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-49-01,40,0,0,0,31,33,0,0,0,47,0,0,0,52,43,0
14-50-01,40,0,0,0,0,0,0,0,0,47,0,0,0,51,42,0
14-51-01,41,0,0,0,0,0,0,0,0,47,0,0,0,52,44,0
14-52-01,41,0,0,0,0,43,0,0,0,48,0,0,0,52,44,0
14-53-01,42,0,34,40,31,49,0,0,0,47,0,0,0,52,44,0
14-54-01,40,0,0,0,31,35,0,0,0,46,0,0,0,51,38,0
14-55-01,35,0,61,0,0,46,0,0,0,49,0,0,0,41,44,0
14-56-01,42,0,58,53,0,49,0,0,0,47,0,0,0,53,45,0
14-57-01,0,0,57,52,0,0,0,0,0,48,0,0,0,54,41,38
14-58-01,41,0,0,53,32,0,0,0,0,43,0,0,0,53,0,39
14-59-01,0,0,48,55,0,47,0,0,0,50,0,0,0,50,46,39
15-00-01,41,0,54,51,0,42,0,0,0,51,0,0,0,52,37,41
15-01-01,0,0,53,52,0,0,0,0,0,47,0,0,0,54,0,0
15-02-01,0,0,56,53,0,0,0,0,0,47,0,0,0,52,35,42
15-03-01,36,0,53,54,0,44,0,0,0,43,0,0,0,51,0,42
15-04-01,35,0,58,51,32,0,49,0,0,0,0,0,0,51,31,0
15-05-01,0,0,56,52,0,0,51,31,41,45,0,0,0,53,0,38
15-06-01,0,0,52,52,0,33,49,0,39,0,0,0,0,52,0,40
15-07-01,0,0,56,52,0,35,48,0,42,43,0,0,0,54,0,0
15-08-01,36,0,55,51,0,0,51,0,42,44,0,0,0,50,0,42
15-09-01,0,0,53,53,0,0,47,0,40,43,0,0,0,50,0,43
15-10-01,0,0,57,53,0,45,51,0,0,43,0,0,0,48,0,41
15-11-01,38,0,55,53,0,0,51,0,42,42,0,0,0,47,0,41
15-12-01,0,0,56,50,0,0,51,0,0,0,0,0,0,49,0,41
15-13-01,36,0,55,53,0,0,48,0,42,45,0,0,0,50,0,0
15-14-01,0,0,54,54,0,38,47,0,43,43,0,0,0,49,0,42
15-15-01,0,0,56,55,0,0,50,0,43,44,0,0,0,50,0,42
