date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
15-12-51,39,0,56,53,31,0,51,0,0,42,0,0,0,47,34,42
15-13-01,36,0,55,53,0,0,48,0,42,45,0,0,0,50,0,0
15-13-11,37,0,53,52,0,37,49,0,0,0,0,0,0,50,0,42
15-13-21,37,0,55,51,0,0,0,0,0,0,0,0,0,50,0,41
15-13-31,36,0,56,54,0,45,48,0,42,0,0,0,0,51,0,42
15-13-41,37,0,51,52,31,0,52,0,0,46,0,0,0,49,0,0
15-13-51,39,0,56,53,31,0,48,0,0,45,0,0,0,50,0,42
15-14-01,0,0,54,54,0,38,47,0,43,43,0,0,0,49,0,42
15-14-11,37,0,55,52,0,0,49,0,42,45,0,0,0,50,31,41
15-14-21,37,0,54,53,0,0,49,0,0,37,0,0,0,0,0,41
15-14-31,38,0,53,53,0,45,49,0,0,0,0,0,0,47,0,40
15-14-41,37,0,56,55,0,45,52,0,42,0,0,0,0,50,0,41
15-14-51,38,0,56,52,0,0,0,0,42,0,0,0,0,47,0,0
15-15-01,0,0,56,55,0,0,50,0,43,44,0,0,0,50,0,42
15-15-11,38,0,55,47,0,0,49,0,42,0,0,0,0,45,0,42
15-15-21,38,0,56,53,0,38,50,0,43,42,0,0,0,0,0,43
15-15-31,37,0,53,53,0,38,49,0,44,43,0,0,0,50,0,41
15-15-41,36,0,57,55,0,33,51,0,0,0,0,0,0,50,33,42
15-15-51,39,0,56,54,0,45,48,0,41,43,0,0,0,49,31,40
15-16-01,37,0,57,54,0,35,49,0,0,0,0,0,0,46,0,0
15-16-11,37,0,52,53,31,42,49,0,0,0,0,0,0,50,0,41
15-16-21,0,0,57,53,0,0,49,0,43,0,0,0,0,50,33,0
15-16-31,36,0,55,50,0,0,52,0,0,0,0,0,0,49,0,42
15-16-41,37,0,56,54,0,33,48,0,44,33,0,0,0,51,0,38
15-16-51,0,0,56,53,0,45,0,0,0,44,0,0,0,43,32,43
15-17-01,36,0,55,47,0,0,48,0,43,45,0,0,0,47,0,0
15-17-11,38,0,56,53,0,0,49,0,42,44,0,0,0,49,0,42
15-17-21,35,0,55,53,31,43,49,0,0,43,0,0,0,49,0,0
15-17-31,40,0,55,52,0,0,51,0,42,0,0,0,0,52,33,0
15-17-41,0,0,55,54,0,0,54,0,40,45,0,0,0,50,0,40
15-17-51,0,0,55,53,0,33,50,0,42,0,0,0,0,49,33,0
15-18-01,37,0,55,52,0,33,52,0,43,0,0,0,0,49,0,40
15-18-11,37,0,53,53,0,0,48,0,43,44,0,0,0,45,0,42
15-18-21,37,0,54,0,31,0,50,0,42,0,0,0,0,49,32,41
15-18-31,36,0,52,52,31,34,53,0,42,0,0,0,0,45,0,42
15-18-41,37,0,55,53,0,36,49,0,0,0,0,0,0,50,0,41
15-18-51,35,0,54,53,0,0,50,0,42,43,0,0,0,50,31,41
15-19-01,36,0,55,51,31,36,50,0,0,0,0,0,0,41,35,41
15-19-11,37,0,55,52,0,35,50,0,43,0,0,0,0,49,36,40
15-19-21,36,0,55,53,31,0,49,0,0,44,0,0,0,49,0,0
15-19-31,0,0,56,53,0,0,49,0,43,42,0,0,0,50,0,42
15-19-41,36,0,56,55,0,37,51,0,39,0,0,0,0,50,0,39
15-19-51,34,0,56,52,0,0,53,0,43,0,0,0,0,52,36,0
15-20-01,35,0,55,53,0,40,50,0,0,42,0,0,0,0,0,41
15-20-11,38,0,57,52,31,0,52,0,43,0,0,0,0,51,31,41
15-20-21,0,0,56,53,31,44,51,0,0,40,0,0,0,47,33,41
15-20-31,0,0,54,56,0,43,51,0,45,42,0,0,0,48,0,42
15-20-41,0,0,56,52,31,0,51,0,42,42,0,0,0,50,0,41
15-20-51,0,0,55,52,0,38,51,31,38,0,0,0,0,51,0,0
15-21-01,37,0,56,52,0,42,49,0,42,0,0,0,0,51,0,41
15-21-11,38,0,55,53,31,0,49,0,39,0,0,0,0,50,0,41
15-21-21,37,0,53,54,0,0,0,0,43,45,0,0,0,0,0,0
15-21-31,0,0,54,54,0,0,47,0,43,0,0,0,0,50,34,42
15-21-41,40,0,56,51,0,0,49,0,43,44,0,0,0,51,0,44
15-21-51,37,0,56,49,31,0,0,0,39,43,0,0,0,50,0,0
15-22-01,0,0,51,55,0,0,0,0,38,45,0,0,0,50,32,0
15-22-11,35,0,53,54,0,0,48,0,42,31,0,0,0,53,34,42
15-22-21,37,0,56,55,0,0,49,0,42,0,0,0,0,48,0,42
15-22-31,34,0,56,54,31,0,49,0,41,44,0,0,0,52,36,43
15-22-41,0,0,51,53,0,0,46,0,0,45,0,0,0,48,0,45
15-22-51,35,0,53,52,0,0,49,0,43,0,0,0,0,51,34,0
15-23-01,37,0,54,53,0,0,44,0,40,43,0,0,0,51,35,43
15-23-11,38,0,55,54,0,0,46,0,42,0,0,0,0,52,0,42
15-23-21,37,0,54,52,0,0,48,0,0,0,0,0,0,51,38,42
15-23-31,0,0,56,52,0,0,47,0,42,44,0,0,0,50,0,42
15-23-41,37,0,55,51,0,0,46,0,42,0,0,0,0,52,35,41
15-23-51,0,0,56,55,0,0,0,0,42,46,0,0,0,51,35,0
15-24-01,36,0,55,51,0,38,51,0,42,45,0,0,0,0,38,42
15-24-11,38,0,52,53,0,41,45,0,42,0,0,0,0,50,0,42
15-24-21,38,0,55,53,0,0,45,0,40,0,0,0,0,52,0,41
15-24-31,37,0,53,52,0,0,0,0,42,44,0,0,0,52,0,41
15-24-41,38,0,55,55,0,32,46,0,43,0,0,0,0,52,0,41
15-24-51,38,0,56,55,0,40,47,0,42,0,0,0,0,52,0,42
15-25-01,35,0,58,51,31,0,48,0,38,40,0,0,0,50,35,42
15-25-11,36,0,56,51,0,39,50,0,0,0,0,0,0,55,0,42
15-25-21,37,0,55,54,31,0,50,0,44,0,0,0,0,53,0,0
15-25-31,37,0,53,53,0,38,47,0,41,0,0,0,0,50,0,0
15-25-41,37,0,52,54,0,0,48,0,41,45,0,0,0,50,34,0
15-25-51,0,0,55,54,31,0,49,0,42,41,0,0,0,47,0,42
15-26-01,0,0,54,54,31,0,47,0,0,0,0,0,0,52,33,42
15-26-11,36,0,54,53,0,0,48,0,41,43,0,0,0,52,0,41
15-26-21,0,0,56,54,31,0,47,0,0,44,0,0,0,49,0,42
15-26-31,36,0,55,53,31,39,47,0,0,43,0,0,0,47,0,0
15-26-41,39,0,57,53,31,32,48,31,0,42,0,0,0,50,0,42
15-26-51,39,0,57,53,31,0,48,0,0,33,0,0,0,53,0,41
15-27-01,38,0,0,55,31,0,45,0,41,42,0,0,0,51,0,0
15-27-11,37,0,56,54,32,0,49,0,0,44,0,0,0,53,0,0
15-27-21,38,0,53,54,0,0,47,0,0,0,0,0,0,0,32,43
15-27-31,0,0,54,54,31,0,49,0,0,44,0,0,0,51,32,42
15-27-41,38,0,54,53,31,0,50,0,40,44,0,0,0,51,0,42
15-27-51,0,0,54,52,0,0,46,0,41,0,0,0,0,51,0,40
15-28-01,37,0,56,53,0,35,45,0,0,0,0,0,0,51,35,42
15-28-11,37,0,51,52,31,0,45,0,0,44,0,0,0,51,0,0
15-28-21,0,0,56,54,0,0,0,0,0,0,0,0,0,51,31,42
15-28-31,38,0,56,53,0,0,45,0,35,0,0,0,0,51,0,42
15-28-41,37,0,53,55,31,0,0,0,42,40,0,0,0,53,33,44
15-28-51,38,0,55,54,0,0,49,0,42,45,0,0,0,52,0,42
15-29-01,35,0,55,0,0,0,0,0,40,42,0,0,0,52,34,42
15-29-11,38,0,51,53,0,0,46,0,41,42,0,0,0,0,0,45
15-29-21,38,0,55,53,0,0,0,0,0,44,0,0,0,52,32,0
15-29-31,0,0,56,53,0,0,46,0,40,42,0,0,0,52,33,43
15-29-41,37,0,56,54,0,35,47,0,41,0,0,0,0,52,0,42
15-29-51,0,0,55,55,0,0,46,0,0,44,0,0,0,51,0,0
15-30-01,38,0,56,53,31,0,45,0,40,0,0,0,0,52,0,42
15-30-11,0,0,55,54,0,0,45,0,41,0,0,0,0,52,0,41
15-30-21,38,0,58,58,0,35,50,0,40,0,0,0,0,0,33,42
15-30-31,37,0,55,53,0,0,47,0,0,44,0,0,0,51,0,41
15-30-41,0,0,52,54,31,0,47,0,0,0,0,0,0,51,0,42
15-30-51,37,0,55,54,31,0,46,0,41,0,0,0,0,46,32,0
15-31-01,38,0,56,51,0,39,0,0,41,0,0,0,0,52,0,42
15-31-11,37,0,55,55,31,0,45,0,0,0,0,0,0,52,33,41
15-31-21,37,0,56,54,0,0,47,0,0,0,0,0,0,52,0,0
15-31-31,36,0,53,54,0,0,48,0,41,0,0,0,0,51,33,40
15-31-41,37,0,56,54,0,0,48,0,41,42,0,0,0,51,33,41
15-31-51,38,0,52,54,0,0,47,0,41,43,0,0,0,51,0,42
15-32-01,39,0,53,54,31,0,45,0,42,0,0,0,0,52,0,41
15-32-11,37,0,57,53,0,0,51,0,41,0,0,0,0,50,0,0
15-32-21,37,0,54,53,31,33,47,0,41,47,0,0,0,50,31,42
15-32-31,37,0,56,53,0,0,49,0,40,45,0,0,0,50,31,41
15-32-41,40,0,55,53,0,0,47,0,42,0,0,0,0,51,0,0
15-32-51,0,0,53,54,31,0,0,0,40,43,0,0,0,51,0,42
15-33-01,0,0,51,54,31,36,50,0,41,43,0,0,0,50,0,40
15-33-11,37,0,53,52,0,0,45,0,39,0,0,0,0,50,0,42
15-33-21,40,0,55,51,0,38,50,0,0,41,0,0,0,51,31,0
15-33-31,0,0,56,54,0,0,0,0,41,0,0,0,0,51,0,0
15-33-41,39,0,55,52,0,31,47,0,0,0,0,0,0,48,0,42
15-33-51,0,0,56,52,0,0,45,0,42,42,0,0,0,0,34,41
15-34-01,0,0,54,53,31,31,46,0,0,41,0,0,0,52,0,44
15-34-11,40,0,55,53,0,0,45,0,0,0,0,0,0,52,31,0
15-34-21,0,0,55,53,0,0,45,0,0,0,0,0,0,0,0,40
15-34-31,0,0,56,54,31,0,44,0,0,40,0,0,0,0,0,0
15-34-41,36,0,54,52,0,0,46,0,42,0,0,0,0,51,0,40
15-34-51,38,0,55,53,0,0,43,0,0,41,0,0,0,50,0,41
15-35-01,0,0,56,53,0,0,46,0,42,40,0,0,0,46,0,43
15-35-11,35,0,55,53,31,31,47,0,41,0,0,0,0,53,0,42
15-35-21,0,0,55,54,31,0,46,0,42,0,0,0,0,51,0,42
15-35-31,38,0,55,51,0,31,48,0,0,0,0,0,0,51,0,41
15-35-41,0,0,56,47,0,0,48,0,0,0,0,0,0,50,0,42
15-35-51,39,0,57,50,0,0,47,0,41,41,0,0,0,49,0,45
15-36-01,34,0,53,54,0,0,45,0,42,0,0,0,0,51,0,42
15-36-11,38,0,54,50,0,0,45,0,41,0,0,0,0,49,0,40
15-36-21,38,0,55,54,0,0,49,0,0,41,0,0,0,51,0,42
15-36-31,35,0,54,52,31,0,47,0,42,40,0,0,0,50,0,0
15-36-41,38,0,54,53,0,35,48,0,0,0,0,0,0,52,0,41
15-36-51,38,0,56,53,0,0,48,0,39,0,0,0,0,50,31,43
15-37-01,37,0,55,54,0,0,48,0,38,0,0,0,0,50,0,42
15-37-11,36,0,49,53,0,0,47,0,0,0,0,0,0,52,0,0
15-37-21,37,0,54,54,0,31,45,0,0,40,0,0,0,51,0,41
15-37-31,0,0,56,52,0,31,47,0,40,41,0,0,0,50,0,0
15-37-41,0,0,54,53,0,38,45,0,44,40,0,0,0,50,0,0
15-37-51,37,0,54,53,0,0,45,0,42,41,0,0,0,51,0,0
15-38-01,38,0,57,53,31,0,49,0,42,42,0,0,0,0,31,0
15-38-11,0,0,56,54,0,0,45,0,41,0,0,0,0,0,0,41
15-38-21,37,0,54,53,0,0,47,0,43,40,0,0,0,52,0,45
15-38-31,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,40
15-38-41,0,0,55,47,0,38,47,0,44,0,0,0,0,51,0,42
15-38-51,37,0,47,53,0,0,49,0,38,0,0,0,0,0,31,41
15-39-01,0,0,55,52,0,0,45,0,40,43,0,0,0,51,0,40
15-39-11,37,0,54,53,31,0,0,0,40,41,0,0,0,51,0,42
15-39-21,37,0,55,54,0,38,49,0,42,40,0,0,0,51,0,42
15-39-31,38,0,54,54,31,0,47,0,41,41,0,0,0,51,0,40
15-39-41,37,0,56,53,31,0,46,0,41,40,0,0,0,50,0,43
15-39-51,38,0,55,53,0,0,48,0,0,0,0,0,0,52,31,42
15-40-01,0,0,55,52,0,0,49,0,41,41,0,0,0,51,31,41
15-40-11,0,0,54,54,0,0,45,0,42,0,0,0,0,51,0,41
15-40-21,34,0,55,53,0,0,0,0,0,0,0,0,0,51,0,38
15-40-31,37,0,55,54,0,31,45,0,42,41,0,0,0,51,31,43
15-40-41,0,0,56,51,0,40,47,0,0,0,0,0,0,49,0,0
15-40-51,0,0,54,52,0,0,49,0,0,0,0,0,0,51,0,42
15-41-01,38,0,59,52,0,31,49,0,42,42,0,0,0,52,0,44
15-41-11,0,0,55,50,0,0,53,0,0,38,0,0,0,54,0,0
15-41-21,42,0,53,49,0,0,48,0,40,42,0,0,0,49,33,41
15-41-31,42,0,56,50,0,0,48,0,37,0,0,0,0,50,0,0
15-41-41,0,0,56,51,0,38,50,0,39,0,0,0,0,50,32,0
15-41-51,47,0,54,50,0,46,49,0,0,0,0,0,0,0,0,41
15-42-01,42,0,54,0,0,0,0,0,0,43,0,0,0,50,0,40
15-42-11,44,0,55,49,0,34,48,0,38,0,0,0,0,50,0,38
15-42-21,42,0,56,52,0,0,49,0,0,0,0,0,0,55,35,41
15-42-31,42,0,56,47,0,40,50,0,39,0,0,0,0,0,31,0
15-42-41,44,0,54,51,0,40,51,0,37,33,0,0,0,49,0,42
15-42-51,44,0,56,52,0,0,51,0,39,40,0,0,0,0,0,41
15-43-01,45,0,54,50,0,40,47,0,38,0,0,0,0,51,31,0
15-43-11,0,0,55,51,0,0,0,31,38,0,0,0,0,54,0,0
15-43-21,43,0,57,51,0,33,47,0,0,0,0,0,0,52,35,41
15-43-31,42,0,56,51,0,40,48,0,40,40,0,0,0,48,0,41
15-43-41,45,0,54,51,0,37,51,0,0,0,0,0,0,0,41,40
15-43-51,0,0,56,47,0,0,48,0,0,44,0,0,0,0,34,40
15-44-01,38,0,56,53,0,0,48,0,42,44,0,0,0,51,0,0
15-44-11,0,0,54,51,0,35,48,0,42,45,0,0,0,50,34,40
15-44-21,37,0,57,50,31,0,48,0,42,0,0,0,0,51,31,43
15-44-31,0,0,55,53,31,34,48,0,38,0,0,0,0,51,0,0
15-44-41,38,0,54,51,0,34,48,0,42,44,0,0,0,50,0,42
15-44-51,0,0,54,52,0,0,49,0,37,0,0,0,0,0,31,40
15-45-01,37,0,54,52,0,34,48,0,41,43,0,0,0,50,31,0
15-45-11,37,0,53,51,31,33,48,0,44,44,0,0,0,50,0,42
15-45-21,37,0,54,52,0,0,49,0,42,0,0,0,0,50,0,0
15-45-31,0,0,54,50,0,0,49,0,40,44,0,0,0,50,0,42
15-45-41,0,0,55,53,31,0,0,0,0,44,0,0,0,51,0,40
15-45-51,35,0,57,52,0,0,45,0,42,44,0,0,0,39,31,0
15-46-01,37,0,56,51,0,33,49,0,38,0,0,0,0,49,31,41
15-46-11,0,0,53,43,31,0,50,0,42,0,0,0,0,51,31,0
15-46-21,38,0,56,49,0,0,51,0,41,44,0,0,0,46,0,42
15-46-31,38,0,56,46,31,32,49,0,40,42,0,0,0,47,0,42
15-46-41,0,0,56,53,0,0,50,0,0,43,0,0,0,50,31,41
15-46-51,38,0,56,51,0,0,49,0,0,43,0,0,0,50,0,0
15-47-01,0,0,55,51,0,0,51,0,42,44,0,0,0,50,0,42
15-47-11,38,0,55,53,0,0,49,0,43,44,0,0,0,42,0,41
15-47-21,39,0,57,51,0,33,48,0,42,44,0,0,0,51,0,40
15-47-31,0,0,55,53,0,0,49,0,0,44,0,0,0,46,0,42
15-47-41,38,0,57,53,0,34,49,0,0,44,0,0,0,50,31,41
15-47-51,38,0,56,53,0,0,49,0,0,0,0,0,0,50,0,0
15-48-01,38,0,56,52,31,43,53,0,43,44,0,0,0,51,0,40
15-48-11,0,0,56,52,31,33,49,0,0,44,0,0,0,50,0,0
15-48-21,0,0,52,51,32,0,50,0,0,44,0,0,0,50,0,40
15-48-31,0,0,55,52,31,0,49,0,0,0,0,0,0,51,31,40
15-48-41,38,0,53,49,0,0,52,0,0,0,0,0,0,50,0,0
15-48-51,39,0,56,53,0,33,0,0,41,0,0,0,0,50,0,0
15-49-01,0,0,56,52,31,0,51,0,41,45,0,0,0,51,31,40
15-49-11,0,0,56,0,31,0,49,0,41,45,0,0,0,50,31,42
15-49-21,38,0,57,51,0,0,45,0,0,45,0,0,0,0,0,42
15-49-31,0,0,54,53,0,43,48,0,45,0,0,0,0,51,0,0
15-49-41,36,0,56,52,0,0,49,0,0,0,0,0,0,50,0,0
15-49-51,0,0,56,49,0,34,49,0,38,0,0,0,0,50,0,0
15-50-01,0,0,56,52,31,0,50,0,0,0,0,0,0,47,0,41
15-50-11,37,0,55,54,31,0,51,0,0,0,0,0,0,50,0,0
15-50-21,0,0,54,51,0,0,49,0,40,0,0,0,0,47,0,0
15-50-31,0,0,54,52,0,0,50,0,0,42,0,0,0,50,0,0
15-50-41,38,0,56,52,0,0,50,0,41,40,0,0,0,50,0,0
15-50-51,36,0,56,54,31,0,50,0,40,44,0,0,0,50,31,0
15-51-01,38,0,55,53,31,0,51,0,40,0,0,0,0,50,31,0
15-51-11,38,0,55,53,31,0,49,0,40,0,0,0,0,48,31,0
15-51-21,37,0,53,53,0,0,49,0,0,45,0,0,0,0,0,0
15-51-31,0,0,56,52,31,35,49,0,42,0,0,0,0,45,0,38
15-51-41,38,0,54,54,0,0,0,0,41,32,0,0,0,0,31,0
15-51-51,37,0,54,53,0,43,50,0,0,0,0,0,0,53,31,41
15-52-01,37,0,57,51,0,0,52,0,0,42,0,0,0,51,32,0
15-52-11,38,0,55,51,0,36,52,0,40,43,0,0,0,50,0,41
15-52-21,38,0,54,52,0,0,52,0,0,44,0,0,0,51,31,40
15-52-31,0,0,54,50,0,35,50,0,38,44,0,0,0,50,0,41
15-52-41,39,0,56,51,0,0,50,0,42,0,0,0,0,51,0,0
15-52-51,0,0,55,53,0,44,49,0,38,31,0,0,0,50,31,0
15-53-01,0,0,56,52,31,0,49,0,41,44,0,0,0,51,31,41
15-53-11,34,0,57,50,0,44,52,0,41,42,0,0,0,51,0,0
15-53-21,37,0,56,0,31,0,49,0,41,43,0,0,0,52,0,41
15-53-31,0,0,56,52,31,34,49,0,0,31,0,0,0,50,0,41
15-53-41,35,0,51,52,0,34,49,0,38,0,0,0,0,50,0,41
15-53-51,0,0,57,53,0,0,49,0,0,0,0,0,0,50,31,40
15-54-01,0,0,56,52,0,44,50,0,38,44,0,0,0,50,0,42
15-54-11,38,0,51,51,31,0,49,0,39,31,0,0,0,0,0,0
15-54-21,0,0,56,52,0,44,48,0,42,44,0,0,0,51,0,40
15-54-31,36,0,0,50,31,34,48,0,42,0,0,0,0,49,0,42
15-54-41,38,0,56,53,0,0,50,0,0,0,0,0,0,40,0,42
15-54-51,37,0,52,52,0,0,49,0,39,45,0,0,0,50,0,40
15-55-01,0,0,57,53,31,0,50,0,42,0,0,0,0,50,0,45
15-55-11,37,0,57,53,0,43,49,0,0,40,0,0,0,51,0,42
15-55-21,37,0,56,53,0,34,49,0,0,0,0,0,0,50,34,0
15-55-31,36,0,56,53,0,0,0,0,42,0,0,0,0,51,31,39
15-55-41,37,0,56,53,31,34,49,0,40,0,0,0,0,50,0,0
15-55-51,37,0,55,53,0,0,51,0,38,42,0,0,0,51,0,0
15-56-01,37,0,55,50,0,0,47,0,0,0,0,0,0,51,0,0
15-56-11,35,0,56,53,0,43,50,0,42,43,0,0,0,50,0,41
15-56-21,37,0,56,52,0,0,0,0,0,45,0,0,0,50,0,40
15-56-31,0,0,54,52,0,0,51,0,41,42,0,0,0,0,0,42
15-56-41,37,0,56,52,31,0,49,0,0,0,0,0,0,48,0,0
15-56-51,38,0,52,53,0,33,47,0,41,45,0,0,0,51,31,42
15-57-01,0,0,57,52,0,0,48,0,41,0,0,0,0,51,0,41
15-57-11,36,0,57,52,0,0,48,0,40,44,0,0,0,51,0,42
15-57-21,38,0,56,52,31,43,50,0,0,42,0,0,0,52,0,0
15-57-31,38,0,47,52,0,44,49,0,41,0,0,0,0,51,0,42
15-57-41,0,0,56,53,0,0,48,0,40,43,0,0,0,0,0,42
15-57-51,38,0,54,52,0,0,48,0,41,44,0,0,0,0,0,42
15-58-01,37,0,53,53,31,39,48,0,42,42,0,0,0,51,0,40
15-58-11,38,0,48,53,0,0,49,0,42,47,0,0,0,50,0,41
15-58-21,38,0,56,52,31,37,49,0,41,44,0,0,0,0,0,41
15-58-31,0,0,55,51,0,44,50,0,38,0,0,0,0,49,0,41
15-58-41,37,0,57,52,31,0,49,0,0,42,0,0,0,46,0,0
15-58-51,0,0,56,53,31,0,48,0,41,0,0,0,0,50,0,0
15-59-01,0,0,55,53,0,0,50,0,0,0,0,0,0,50,31,0
15-59-11,38,0,56,49,31,45,51,0,0,38,0,0,0,0,0,42
15-59-21,0,0,56,52,31,37,49,0,38,44,0,0,0,50,34,42
15-59-31,37,0,55,49,0,33,49,0,0,0,0,0,0,50,31,0
15-59-41,37,0,55,52,31,0,48,0,41,0,0,0,0,50,0,40
15-59-51,37,0,54,52,31,0,51,0,42,0,0,0,0,0,0,0
