date,Uriah,Veylan,Sofi,Neve,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
13-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-08-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-08-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-09-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-09-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-09-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-10-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-10-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-11-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-11-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-11-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-12-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-12-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-12-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-12-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-12-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-12-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-13-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-13-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-13-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-13-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-13-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-13-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-14-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-14-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-14-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-14-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-14-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-14-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-15-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-15-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-15-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-15-31,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-15-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-15-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-16-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-16-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-16-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-16-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-16-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-16-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-17-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-17-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-17-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-17-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-17-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-17-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-18-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-18-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-18-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-18-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-18-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-18-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-19-01,0,33,0,0,0,0,0,0,0,0,0,0,0,35,0,0
13-19-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-19-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-19-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-19-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-19-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-20-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-20-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-20-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-20-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-20-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-20-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-21-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-21-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-21-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-21-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-21-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-21-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-22-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-22-11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-22-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-22-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-22-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-22-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-23-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-23-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-23-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-23-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-23-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-23-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-24-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-24-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-24-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-24-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-24-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-24-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-25-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-25-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-25-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-25-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-25-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-25-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-26-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-26-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-26-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-26-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-26-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-26-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-27-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-27-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-27-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-27-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-27-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-27-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-28-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-28-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-28-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-28-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-28-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-28-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-29-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-29-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-29-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-29-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-29-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-29-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-30-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-30-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-30-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-30-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-30-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-30-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-31-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-31-11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-31-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-31-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-31-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-31-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-32-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-32-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-32-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-32-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-32-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-32-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-33-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-33-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-33-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-33-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-33-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-33-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-34-01,0,33,0,0,0,0,0,0,0,0,0,0,0,35,0,0
13-34-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-34-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-34-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-34-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-34-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-35-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-35-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-35-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-35-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-35-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-35-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-36-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-36-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-36-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-36-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-36-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-36-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-37-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-37-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-37-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-37-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-37-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-37-51,0,34,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-38-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-38-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-38-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-38-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-38-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-38-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-39-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-39-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-39-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-39-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-39-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-39-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-40-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-40-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-40-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-40-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-40-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-40-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-41-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-41-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-41-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-41-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-41-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-41-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-42-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-42-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-42-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-42-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-42-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-42-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-43-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-43-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-43-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-43-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-43-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-43-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-44-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-44-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-44-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-44-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-44-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-44-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-45-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-45-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-45-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-45-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-45-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-45-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-46-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-46-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-46-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-46-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-46-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-46-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-47-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-47-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-47-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-47-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-47-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-47-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-48-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-48-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-48-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-48-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-48-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-48-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-49-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-49-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-49-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-49-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-49-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-49-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-50-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-50-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-50-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-50-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-50-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-50-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-51-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-51-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-51-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-51-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-51-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-51-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-52-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-52-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-52-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-52-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-52-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-52-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-53-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-53-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-53-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-53-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-53-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-53-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-54-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-54-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-54-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-54-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-54-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-54-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-55-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-55-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-55-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-55-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-55-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-55-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-56-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-56-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-56-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-56-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-56-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-56-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-57-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-57-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-57-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-57-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-57-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-57-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-58-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-58-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-58-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-58-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-58-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-58-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-59-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-59-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-59-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-59-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-59-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-59-51,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-00-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-00-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-00-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-00-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-00-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-00-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-01-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-01-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-01-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-01-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-01-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-01-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-02-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-02-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-02-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-02-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-02-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-02-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-03-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-03-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-03-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-03-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-03-41,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-03-51,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-04-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-04-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-04-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-04-31,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-04-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-04-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-05-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-05-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-05-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-05-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-05-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-05-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-06-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-06-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-06-21,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-06-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-06-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-06-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-07-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-07-11,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-07-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-07-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-07-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-07-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-08-01,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-08-11,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-08-21,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-08-31,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-08-41,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-08-51,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0
