date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
12-57-51,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-59-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-03-41,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
13-03-51,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-04-01,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0
13-04-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-04-51,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-05-01,0,0,0,0,0,35,0,0,0,33,0,0,0,0,0,0
13-05-21,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
13-05-31,0,0,0,0,0,35,0,0,0,33,0,0,0,0,0,0
13-05-41,0,0,37,0,0,34,0,0,0,33,0,0,0,0,0,0
13-06-21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-07-11,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0
13-07-21,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
13-07-31,0,0,0,0,0,0,0,0,0,33,0,0,0,34,33,0
13-07-41,34,33,0,0,0,0,0,0,0,39,0,0,0,36,39,0
13-07-51,35,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
13-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
13-08-11,0,0,0,0,0,0,0,0,0,35,0,0,0,36,35,0
13-08-21,0,0,0,0,0,35,0,0,0,0,0,0,0,33,0,0
13-08-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-09-01,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
13-09-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-09-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-09-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,0
13-10-01,0,0,0,0,0,37,0,0,0,0,0,0,0,33,37,0
13-10-11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-10-21,0,0,35,0,0,41,0,0,0,33,0,0,0,34,0,0
13-10-31,0,0,0,0,0,38,0,0,0,33,0,0,0,35,33,0
13-10-41,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
13-10-51,0,0,0,0,0,48,0,0,37,34,0,0,0,34,0,0
13-11-01,0,0,33,0,0,0,0,0,37,0,0,0,0,0,0,0
13-11-11,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
13-11-21,0,0,0,0,0,0,0,0,41,35,0,0,0,0,0,0
13-11-31,0,0,0,0,0,33,0,33,0,36,0,0,0,0,36,0
13-11-41,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-11-51,0,0,0,0,0,0,0,0,0,33,0,0,0,34,37,0
13-12-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-12-31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-13-01,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-13-11,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
13-13-21,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
13-13-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-14-01,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
13-14-11,33,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
13-14-21,33,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-14-31,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
13-14-41,34,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0
13-14-51,0,0,35,0,0,42,0,0,0,0,0,0,0,0,0,0
13-15-01,37,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-15-11,0,0,0,0,0,56,0,0,0,0,0,0,0,0,34,0
13-15-21,0,33,0,0,0,0,0,0,0,34,0,0,0,33,0,0
13-15-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,0
13-15-41,0,0,35,37,0,43,0,0,0,0,0,0,0,0,33,0
13-15-51,0,33,37,35,0,0,0,0,0,0,0,0,0,0,0,0
13-16-01,0,33,0,35,0,0,0,0,0,34,0,0,0,0,0,0
13-16-11,0,36,33,0,0,0,0,0,0,33,0,0,0,36,0,0
13-16-21,41,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0
13-16-31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-17-21,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
13-17-31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-18-21,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-18-31,0,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0
13-18-41,0,33,40,0,0,0,0,0,0,33,0,0,0,34,35,0
13-18-51,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-19-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-19-11,0,33,0,36,0,0,0,0,0,0,0,0,0,34,0,0
13-19-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0
13-19-31,37,33,0,0,0,43,0,0,0,33,0,0,0,0,0,0
13-19-41,0,33,0,35,0,0,0,0,0,34,0,0,0,33,35,0
13-19-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
13-20-01,35,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-20-11,0,33,35,0,0,0,0,0,0,0,0,0,0,35,0,0
13-20-21,0,0,37,0,0,0,0,0,0,33,0,0,0,35,37,0
13-20-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-20-41,0,34,0,0,0,0,0,0,0,33,0,37,0,43,0,0
13-20-51,0,33,37,0,0,0,0,0,0,0,0,0,0,41,0,0
13-21-01,0,34,37,0,0,0,0,0,0,39,0,0,0,0,35,0
13-21-11,0,0,36,0,0,0,0,0,0,33,0,0,0,0,0,0
13-21-21,0,34,34,0,0,0,0,0,0,0,0,40,0,33,35,0
13-21-31,0,0,33,0,0,0,0,0,0,0,0,34,0,0,35,0
13-21-41,0,39,34,0,0,0,0,0,0,33,0,0,0,37,33,0
13-21-51,0,33,0,0,0,0,0,0,34,33,0,0,0,35,37,0
13-22-01,0,33,33,0,0,0,0,0,0,33,0,0,0,0,36,0
13-22-11,0,33,34,0,0,0,0,0,33,33,0,0,0,0,36,0
13-22-21,0,0,0,0,0,0,0,0,0,37,0,0,0,0,35,0
13-22-31,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
13-22-41,0,33,37,0,0,0,0,0,0,0,0,0,0,35,38,0
13-22-51,0,0,34,0,0,0,0,0,0,34,0,33,0,0,0,0
13-23-01,0,33,39,0,0,0,0,0,0,33,0,33,0,0,0,0
13-23-11,0,34,36,0,0,0,0,0,0,33,0,33,0,0,0,0
13-23-21,0,33,38,0,0,0,0,0,0,34,0,33,0,0,0,0
13-23-31,0,0,0,0,0,0,0,0,0,33,0,34,0,0,0,0
13-23-41,0,33,36,0,0,0,0,0,0,0,0,35,0,37,33,0
13-23-51,0,33,35,0,0,0,0,0,0,0,0,36,0,39,34,0
13-24-01,0,35,33,0,0,0,0,0,0,35,0,35,0,0,0,0
13-24-11,0,35,0,0,0,0,0,0,0,34,0,0,0,33,0,0
13-24-21,0,33,33,0,0,0,0,0,0,0,0,0,0,34,0,0
13-24-31,0,37,37,0,0,0,0,0,0,0,0,0,0,0,33,0
13-24-41,0,0,33,0,0,0,0,0,0,34,0,43,0,40,33,0
13-24-51,0,33,34,0,0,0,0,0,0,0,0,0,0,34,0,0
13-25-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
13-25-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-25-31,0,33,33,0,0,0,0,0,0,33,0,0,0,33,34,0
13-25-41,0,33,33,0,0,0,0,0,0,35,0,0,0,0,34,0
13-25-51,0,36,34,0,0,0,0,0,0,34,0,35,0,34,37,0
13-26-01,0,33,0,0,0,0,0,0,0,0,0,33,0,33,0,0
13-26-11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-26-41,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
13-27-01,0,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0
13-27-11,0,34,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-27-21,0,0,33,0,0,0,0,0,0,0,0,41,0,0,0,0
13-27-41,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
13-27-51,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
13-28-01,0,33,38,0,0,0,0,0,0,34,0,0,0,0,33,0
13-28-31,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
13-28-41,0,33,0,0,0,0,0,0,0,0,0,33,0,33,0,0
13-28-51,0,36,0,0,0,0,0,0,0,0,0,0,0,33,0,0
13-29-01,0,33,0,0,0,0,0,0,0,33,0,0,0,33,0,0
13-29-11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-30-11,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0
13-30-21,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
13-30-31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
13-31-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-31-11,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-31-21,0,0,33,0,0,0,0,0,0,0,0,0,0,33,33,0
13-31-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
13-31-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-32-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-32-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-32-41,0,0,39,0,0,0,0,0,0,0,0,0,0,39,35,0
13-32-51,0,33,0,0,0,0,0,0,0,36,0,34,0,36,33,0
13-33-01,0,0,0,0,0,0,0,0,0,33,0,0,0,35,0,0
13-33-11,0,0,33,0,0,0,0,0,0,34,0,33,0,37,33,0
13-33-21,0,35,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-33-31,0,34,43,0,0,0,0,0,0,35,0,0,0,35,0,0
13-33-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
13-33-51,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-34-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-34-11,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
13-34-21,0,0,39,0,0,0,0,0,0,35,0,0,0,33,33,0
13-34-31,0,36,37,0,0,35,0,0,0,37,0,0,0,35,0,0
13-34-41,0,0,45,0,0,33,0,0,0,37,0,0,0,33,34,0
13-34-51,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-35-01,0,33,49,0,0,48,0,0,0,0,0,0,0,33,39,0
13-35-11,0,33,53,0,0,44,0,0,0,0,0,0,0,33,39,0
13-35-21,0,0,42,0,0,39,0,0,0,0,0,0,0,33,39,0
13-35-31,0,34,33,0,0,34,0,0,0,39,0,0,0,33,39,0
13-35-41,0,33,39,0,0,33,0,0,0,37,0,0,0,0,39,0
13-35-51,0,34,39,0,0,40,0,0,0,0,0,0,0,0,0,0
13-36-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
13-36-31,0,38,35,0,0,0,0,0,0,33,0,0,0,36,0,0
13-36-41,0,34,49,0,0,0,0,0,0,0,0,0,0,38,0,0
13-36-51,0,33,33,0,0,0,0,0,0,0,0,0,0,36,33,0
13-37-01,0,33,0,0,0,0,0,0,0,0,0,0,0,34,33,0
13-37-11,0,34,0,0,0,0,0,0,0,0,0,0,0,34,33,0
13-37-21,0,39,0,0,0,0,0,0,0,0,0,0,0,0,35,0
13-37-31,0,40,33,0,0,0,0,0,0,33,0,0,0,36,37,0
13-37-41,0,34,33,0,0,0,0,0,0,33,0,0,0,0,37,0
13-37-51,0,37,34,0,0,0,0,0,0,0,0,0,0,33,38,0
13-38-01,0,34,34,0,0,0,0,0,0,34,0,0,0,0,0,0
13-38-11,0,34,42,0,0,0,0,0,0,36,0,0,0,33,33,0
13-38-21,0,0,33,0,0,0,0,0,0,37,0,0,0,33,0,0
13-38-31,0,37,0,0,0,0,0,0,0,33,0,0,0,38,33,0
13-38-41,0,33,35,0,0,0,0,0,0,33,0,0,0,38,0,0
13-38-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-39-01,0,0,38,0,0,0,0,0,0,0,0,0,0,33,0,0
13-39-11,0,39,36,0,0,0,0,0,0,0,0,0,0,37,34,0
13-39-21,0,33,41,0,0,33,0,0,0,38,0,0,0,0,37,0
13-39-31,0,38,0,0,0,0,0,0,0,36,0,0,0,42,33,0
13-39-41,0,35,42,0,0,0,0,0,0,41,0,0,0,39,36,0
13-39-51,0,0,37,0,0,0,0,0,0,34,0,0,0,0,0,0
13-40-01,0,0,36,0,0,0,0,0,0,34,0,0,0,0,0,0
13-40-11,0,37,49,0,0,0,0,0,0,42,0,0,0,33,36,0
13-40-21,0,38,51,0,0,0,0,0,0,0,0,0,0,37,41,0
13-40-31,0,42,51,0,0,0,0,0,0,39,0,0,0,37,41,0
13-40-41,0,41,35,0,0,0,0,0,0,0,0,0,0,38,39,0
13-40-51,0,37,0,0,0,0,0,0,0,41,0,0,0,37,33,0
13-41-01,0,35,0,0,0,0,0,0,0,37,0,0,0,39,35,0
13-41-11,0,35,34,0,0,0,0,0,37,36,0,0,0,0,34,0
13-41-21,0,0,40,0,0,35,0,0,0,0,0,0,0,39,38,0
13-41-31,0,42,33,0,0,0,0,0,0,43,0,0,0,41,41,0
13-41-41,0,33,34,0,0,0,0,0,0,33,0,0,0,33,33,0
13-41-51,0,40,39,0,0,0,0,0,0,41,0,0,0,0,42,0
13-42-01,0,39,38,0,0,0,0,0,0,41,0,0,0,0,38,0
13-42-21,37,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-42-31,0,34,0,0,0,0,0,0,0,34,0,0,0,34,0,0
13-42-41,0,33,0,0,0,0,0,0,0,0,0,0,0,36,0,0
13-42-51,0,38,0,0,0,0,0,0,0,44,0,0,0,46,43,0
13-43-01,0,0,53,0,0,0,0,0,0,39,0,0,0,34,41,0
13-43-11,0,41,41,0,0,0,0,0,0,45,0,0,0,43,37,0
13-43-21,0,0,37,0,0,0,0,0,0,33,0,0,0,33,33,0
13-43-31,0,33,33,0,0,0,0,0,0,0,0,0,0,33,33,0
13-43-41,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0
13-43-51,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0
13-44-01,0,36,35,0,0,36,0,0,45,33,0,0,0,34,33,0
13-44-11,0,34,0,0,0,33,0,0,0,35,0,0,0,35,37,0
13-44-21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,35,0
13-44-31,0,0,40,0,0,0,0,0,0,33,0,0,0,34,0,0
13-44-41,0,33,39,0,0,33,0,0,36,0,0,0,0,35,37,0
13-44-51,0,0,53,0,0,39,0,0,0,35,0,0,0,0,36,0
13-45-01,0,33,33,0,0,0,0,0,33,43,0,0,0,36,36,0
13-45-11,0,0,0,33,0,36,0,0,0,35,0,0,0,0,0,0
13-45-21,0,0,0,0,0,36,0,0,0,44,0,0,0,46,43,0
13-45-31,0,38,35,0,0,49,0,0,0,34,0,0,0,37,34,0
13-45-41,0,0,0,0,0,0,0,0,0,33,0,0,0,33,34,0
13-45-51,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
13-46-01,0,0,0,35,0,0,0,0,43,33,0,0,0,37,0,0
13-46-11,0,42,0,33,0,0,0,0,0,0,0,0,0,41,33,0
13-46-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-46-51,0,33,35,0,0,0,0,0,0,0,0,0,0,0,33,0
13-47-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-47-21,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-47-41,0,34,0,0,0,0,0,0,0,40,0,39,0,34,35,0
13-47-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-48-01,0,0,0,0,0,0,0,0,0,35,0,0,0,33,34,0
13-48-11,0,40,0,0,0,0,0,0,0,47,0,0,0,38,42,0
13-48-21,0,37,38,0,0,34,0,0,0,33,0,0,0,0,34,0
13-48-41,0,35,36,0,0,0,0,0,0,0,0,0,0,33,35,0
13-48-51,0,0,0,0,0,0,0,0,0,35,0,0,0,34,36,0
13-49-01,0,42,0,0,0,0,0,0,0,36,0,0,0,38,34,0
13-49-11,0,0,0,0,0,0,0,0,0,43,0,0,0,35,36,0
13-49-21,0,33,0,0,0,0,0,0,0,0,0,0,0,38,34,0
13-49-31,0,35,0,0,0,0,0,0,0,0,0,0,0,40,0,0
13-49-41,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,0
13-49-51,0,34,0,0,0,0,0,0,0,0,0,0,0,34,33,0
13-50-01,0,0,0,0,0,0,0,0,34,33,0,0,0,39,45,33
13-50-11,0,34,0,33,0,0,0,0,33,48,0,0,0,40,39,0
13-50-21,0,35,0,0,0,0,0,0,0,38,0,0,0,34,35,0
13-50-31,0,33,0,0,0,0,0,0,0,33,0,0,0,35,34,0
13-50-41,0,35,0,0,0,0,0,0,0,43,0,0,0,38,39,0
13-50-51,0,33,0,0,0,0,0,0,37,41,0,0,0,37,38,0
13-51-01,0,40,33,0,0,0,0,0,0,37,0,0,0,40,36,0
13-51-11,0,38,0,0,0,0,0,0,33,43,0,0,0,0,52,0
13-51-21,0,37,0,0,0,0,0,0,0,34,0,0,0,0,33,0
13-51-31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,36,0
13-51-41,0,33,35,0,0,0,0,0,0,36,0,0,0,38,36,0
13-51-51,0,0,0,0,0,0,0,0,0,33,0,0,0,33,34,0
13-52-01,0,0,33,0,0,0,0,0,0,39,0,0,0,38,35,0
13-52-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
13-52-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0
13-52-31,0,0,38,0,0,0,0,0,0,0,0,0,0,33,33,0
13-52-41,0,35,0,0,0,0,0,0,0,41,0,0,0,0,40,0
13-52-51,0,0,37,0,0,0,0,0,0,40,0,0,0,45,41,0
13-53-21,0,0,0,0,0,0,0,0,0,34,0,0,0,35,34,0
13-53-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-54-11,0,34,36,0,0,0,0,0,0,33,0,0,0,33,34,0
13-54-21,0,34,0,0,0,0,0,0,0,35,0,0,0,0,0,0
13-54-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
13-54-51,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-55-01,0,36,0,0,0,0,0,0,0,35,0,0,0,33,0,0
13-55-11,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0
13-55-21,0,35,0,0,0,0,0,0,0,35,0,0,0,37,38,0
13-55-31,0,0,35,0,0,34,0,0,0,0,0,0,0,0,0,0
13-55-41,0,0,0,0,0,34,0,0,0,0,0,0,0,0,33,0
13-55-51,0,0,0,0,0,0,0,0,0,35,0,0,0,33,38,0
13-56-01,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-56-11,0,33,0,0,0,0,0,0,0,36,0,0,0,0,34,0
13-56-21,0,33,0,0,0,0,0,0,0,35,0,0,0,0,33,0
13-56-31,0,33,0,0,0,0,0,0,0,40,0,0,0,36,0,0
13-56-41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,36,0
13-56-51,0,35,0,0,0,0,0,0,0,39,0,0,0,34,0,0
13-57-01,0,35,0,0,0,0,0,0,0,45,0,0,0,35,41,0
13-57-11,0,34,0,0,0,0,0,0,0,35,0,0,0,43,37,0
13-57-21,39,0,0,0,0,39,0,0,0,34,0,0,0,0,33,0
13-57-31,0,0,33,0,0,0,0,0,0,35,0,0,0,35,0,33
13-57-41,0,0,40,0,0,35,0,0,0,39,0,0,0,36,35,0
13-57-51,0,33,0,0,0,0,0,0,0,36,0,0,0,33,40,0
13-58-01,0,0,0,0,0,0,0,0,0,33,0,0,0,34,35,0
13-58-11,0,0,35,0,0,40,0,0,0,0,0,0,0,0,0,33
13-58-21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-58-31,0,33,0,0,0,0,0,0,0,39,0,0,0,0,36,0
13-58-41,0,0,0,0,0,34,0,0,0,0,0,0,0,34,36,0
13-59-01,0,39,0,0,0,0,0,0,0,40,0,0,0,35,0,0
13-59-11,0,0,0,0,0,37,0,0,0,35,0,0,0,33,0,0
13-59-21,0,0,0,0,0,35,0,0,0,33,0,0,0,33,33,0
13-59-31,0,37,0,0,0,0,0,0,0,34,0,0,0,36,34,0
13-59-41,0,37,0,0,0,0,0,0,0,41,0,0,0,33,37,0
13-59-51,0,0,0,0,0,0,0,0,0,38,0,0,0,34,39,0
14-00-01,0,48,0,0,0,0,0,0,0,41,0,0,0,44,43,0
14-00-11,0,41,0,0,0,0,0,33,33,40,0,0,0,44,35,0
14-00-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
14-00-31,0,38,40,0,0,0,0,0,0,33,0,0,0,35,0,0
14-00-41,0,34,0,0,0,0,0,0,0,38,0,0,0,38,41,0
14-00-51,0,0,37,42,0,0,0,0,0,0,0,0,0,0,36,0
14-01-01,0,33,36,0,0,0,0,0,0,38,0,0,0,0,33,0
14-01-11,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
14-01-21,0,36,0,33,0,0,0,0,0,0,0,0,0,33,33,0
14-01-31,0,46,0,0,0,0,0,0,0,48,0,38,0,59,48,0
14-01-41,0,42,0,0,0,0,0,0,0,47,0,33,0,54,51,0
14-01-51,0,46,0,0,0,0,0,0,0,54,0,41,0,55,44,0
14-02-01,0,41,0,0,0,0,0,0,0,53,0,40,0,42,39,0
14-02-11,0,42,0,0,0,0,0,0,0,47,0,42,0,43,45,0
14-02-21,0,34,33,0,0,0,0,0,0,35,0,0,0,35,37,0
14-02-31,0,39,0,0,0,0,0,0,0,37,0,0,0,35,33,0
14-02-41,0,33,0,0,0,34,0,0,0,0,0,0,0,0,0,0
14-02-51,0,33,0,33,0,0,0,0,0,0,0,0,0,33,0,0
14-03-11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-21,0,0,0,0,0,49,0,0,0,33,0,0,0,0,0,0
14-03-31,0,33,0,0,0,0,0,0,0,34,0,0,0,33,33,0
14-03-41,0,33,0,0,0,34,0,0,0,0,0,0,0,0,0,0
14-03-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-04-01,0,0,33,33,0,0,0,0,0,0,0,0,0,0,33,0
14-04-11,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
14-04-21,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
14-04-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-04-41,0,34,0,0,0,33,0,0,0,0,0,0,0,33,33,0
14-04-51,0,0,0,34,0,41,0,0,0,0,0,0,0,0,0,0
14-05-01,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
14-05-11,0,0,0,36,0,0,0,0,0,33,0,0,0,0,33,0
14-05-21,0,0,44,0,0,33,0,0,0,0,0,0,0,0,33,0
14-05-31,0,0,36,0,0,44,0,0,0,0,0,0,0,0,33,0
14-05-41,0,0,0,33,0,0,0,0,0,36,0,0,0,0,34,0
14-05-51,0,0,37,40,0,0,0,0,0,0,0,0,0,0,33,0
14-06-01,0,33,40,38,0,0,0,0,0,0,0,0,0,37,0,0
14-06-11,0,0,44,33,0,0,0,0,0,36,0,0,0,0,0,0
14-06-21,0,0,35,0,0,36,0,0,0,0,0,0,0,33,0,0
14-06-31,0,0,39,0,0,0,0,0,0,34,0,0,0,0,0,0
14-06-41,0,0,38,0,0,0,0,0,0,33,0,0,0,0,38,0
14-06-51,0,0,46,37,0,0,0,0,0,33,0,0,0,0,0,0
14-07-01,0,0,49,33,0,0,0,0,0,0,0,0,0,0,0,0
14-07-11,0,0,38,43,0,0,0,0,0,33,0,0,0,0,34,0
14-07-21,0,0,43,0,0,0,0,0,0,34,0,0,0,0,33,0
14-07-31,0,0,43,0,0,0,0,0,0,36,0,0,0,0,34,0
14-07-41,0,0,41,0,0,0,0,0,0,38,0,0,0,0,34,0
14-07-51,0,0,37,34,0,0,0,0,0,35,0,0,0,0,34,0
14-08-01,0,0,42,0,0,0,0,0,0,37,0,0,0,34,37,0
14-08-11,0,0,37,33,0,0,0,0,0,37,0,0,0,33,35,0
14-08-21,0,0,52,35,0,0,0,0,0,33,0,0,0,0,35,0
14-08-31,0,0,33,34,0,0,0,0,0,38,0,0,0,0,38,0
14-08-41,0,0,42,0,0,0,0,0,0,33,0,0,0,0,36,0
14-08-51,0,0,36,33,0,0,0,0,0,37,0,0,0,36,37,0
14-09-01,0,0,40,33,0,0,0,0,0,38,0,0,0,33,39,0
14-09-11,0,0,45,0,0,0,0,0,0,36,0,0,0,33,40,0
14-09-21,0,33,38,35,0,0,0,0,0,40,0,0,0,0,40,0
14-09-31,0,0,35,36,0,0,0,0,0,39,0,0,0,0,40,0
14-09-41,0,0,41,38,0,0,0,0,0,37,0,0,0,0,40,0
14-09-51,0,0,47,34,0,0,0,0,0,38,0,0,0,0,41,0
14-10-01,0,0,0,0,0,0,0,0,0,35,0,0,0,0,38,0
14-10-11,0,33,0,34,0,33,0,0,0,38,0,0,0,0,38,0
14-10-21,0,0,37,35,0,0,0,0,0,40,0,0,0,0,38,0
14-10-31,0,0,36,36,0,0,0,0,0,37,0,0,0,0,37,0
14-10-41,0,0,0,34,0,0,0,0,0,37,0,0,0,0,40,0
14-10-51,0,0,34,34,0,33,0,0,0,35,0,0,0,36,0,0
14-11-01,0,33,37,35,0,33,0,0,0,33,0,0,0,36,0,0
14-11-11,0,0,40,0,0,34,0,0,0,0,0,0,0,35,0,0
14-11-21,0,0,34,0,0,34,0,0,0,35,0,0,0,0,34,0
14-11-31,0,0,33,0,0,0,0,0,0,41,35,0,0,35,33,0
14-11-41,0,0,38,37,0,0,0,0,0,37,0,0,0,0,0,0
14-11-51,0,33,47,38,0,0,0,0,0,33,0,0,0,0,35,0
14-12-01,0,0,40,0,0,0,0,0,0,41,0,0,0,0,35,0
14-12-11,0,34,45,38,0,0,0,0,42,0,0,0,0,33,0,0
14-12-21,0,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0
14-12-31,0,33,41,38,0,0,0,0,46,33,0,0,0,0,0,0
14-12-41,0,33,48,41,0,0,0,0,37,0,0,0,0,0,0,0
14-12-51,0,42,36,0,0,0,0,0,0,42,0,0,0,38,41,0
14-13-01,0,0,38,39,0,0,0,0,0,37,0,0,0,0,0,0
14-13-11,0,35,53,38,0,0,0,0,0,38,0,0,0,33,39,0
14-13-21,0,33,53,37,0,0,0,0,0,37,0,0,0,0,38,0
14-13-31,0,33,45,33,0,0,0,0,0,35,0,0,0,35,33,0
14-13-41,0,33,0,37,0,0,0,35,0,0,0,0,0,0,33,0
14-13-51,0,0,34,35,0,37,0,0,0,38,0,0,0,33,38,0
14-14-01,0,0,57,35,0,0,0,0,0,34,0,0,0,35,33,0
