date,Uriah,Veylan,Sofi,Neve,Elliot,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
15-11-41,0,43,0,54,0,0,43,45,45,54,0,0,0,51,47,0
15-11-51,0,36,56,55,0,0,44,46,45,54,0,0,0,52,0,0
15-12-01,0,34,54,53,0,0,45,46,0,55,0,0,0,51,0,0
15-12-11,0,0,55,52,0,0,45,41,44,53,0,0,0,51,0,0
15-12-21,0,0,57,53,0,0,40,45,46,53,0,0,0,48,43,0
15-12-31,0,43,0,53,0,0,39,46,44,54,0,0,0,51,45,0
15-12-41,0,0,56,53,0,0,46,46,46,55,0,0,0,52,46,0
15-12-51,0,43,55,52,0,0,45,46,0,54,0,0,0,53,47,32
15-13-01,0,0,56,53,0,0,45,43,45,56,0,0,0,52,0,0
15-13-11,0,0,56,52,0,0,38,45,0,54,0,0,0,52,45,0
15-13-21,0,33,55,53,0,0,44,0,45,54,0,0,0,0,0,33
15-13-31,0,0,55,54,0,0,34,0,46,54,0,0,0,54,41,0
15-13-41,0,0,55,0,0,0,45,45,0,54,0,0,0,0,48,0
15-13-51,0,0,56,54,0,0,0,47,0,0,0,0,0,52,45,0
15-14-01,0,37,57,46,0,0,0,45,45,53,0,0,0,51,48,0
15-14-11,0,35,0,53,0,0,44,43,45,55,0,0,0,0,0,0
15-14-21,0,0,55,53,0,0,35,0,45,57,0,0,0,53,47,0
15-14-31,0,30,55,53,0,0,46,0,45,51,0,0,0,53,46,0
15-14-41,0,33,54,53,0,0,0,44,0,54,0,0,0,53,47,0
15-14-51,0,0,56,53,0,0,45,46,43,0,0,0,0,53,47,0
15-15-01,0,0,54,53,0,0,0,46,0,55,0,0,0,53,44,0
15-15-11,0,0,53,53,0,0,43,45,45,0,0,0,0,53,48,0
15-15-21,0,0,55,51,0,0,32,47,46,55,0,0,0,53,0,31
15-15-31,0,0,52,53,0,0,42,0,44,55,0,0,0,49,0,29
15-15-41,0,34,54,53,0,0,41,46,45,55,0,0,0,53,47,0
15-15-51,0,0,55,53,0,0,0,0,45,51,0,0,0,53,46,0
15-16-01,0,43,56,53,0,0,45,46,44,48,0,0,0,55,48,0
15-16-11,0,0,54,53,0,0,0,39,43,55,0,0,0,52,46,0
15-16-21,0,0,54,55,0,0,43,46,45,54,0,0,0,52,0,0
15-16-31,0,0,54,52,0,0,43,0,0,51,0,0,0,52,0,0
15-16-41,0,43,55,54,0,0,44,0,0,55,0,0,0,0,0,33
15-16-51,0,33,55,52,0,0,43,46,0,53,0,0,0,52,47,33
15-17-01,0,32,54,54,0,0,43,0,47,53,0,0,0,51,0,0
15-17-11,0,0,55,52,0,0,0,46,47,54,0,0,0,49,46,0
15-17-21,0,0,54,53,0,0,43,46,44,54,0,0,0,51,46,0
15-17-31,0,0,55,53,0,0,0,46,0,56,0,0,0,52,0,0
15-17-41,0,33,52,53,0,0,0,0,44,53,0,0,0,50,0,33
15-17-51,0,39,55,53,0,0,44,46,44,55,0,0,0,0,46,0
15-18-01,0,44,56,53,0,0,0,46,44,55,0,0,0,52,45,0
15-18-11,0,32,55,53,0,0,44,46,44,55,0,0,0,52,0,0
15-18-21,0,0,55,52,0,0,43,42,0,54,0,0,0,52,47,33
15-18-31,0,0,0,54,0,0,43,0,44,55,0,0,0,52,42,0
15-18-41,0,34,55,53,0,0,40,0,0,52,0,0,0,53,42,0
15-18-51,0,0,56,55,0,0,0,0,48,51,0,0,0,53,0,0
15-19-01,0,36,54,52,0,0,41,45,45,55,0,0,0,54,44,0
15-19-11,0,0,56,54,0,0,0,0,0,55,0,0,0,0,45,31
15-19-21,0,0,57,52,0,0,44,46,0,55,0,0,0,53,46,0
15-19-31,0,0,59,53,0,0,45,0,46,0,0,0,0,0,48,0
15-19-41,0,0,54,52,0,0,0,48,47,0,0,0,0,52,0,0
15-19-51,0,0,53,52,0,0,0,37,0,54,0,0,0,54,0,33
15-20-01,0,38,53,53,0,0,41,45,0,53,0,0,0,0,50,0
15-20-11,0,30,54,53,0,0,47,46,0,54,0,0,0,49,44,30
15-20-21,0,34,53,53,0,0,0,45,0,52,0,0,0,53,0,0
15-20-31,0,41,55,53,0,0,46,46,0,55,0,0,0,52,45,0
15-20-41,0,42,56,53,0,0,0,0,44,55,0,0,0,51,44,0
15-20-51,0,0,54,53,0,0,39,41,47,55,0,0,0,53,0,0
15-21-01,0,38,51,53,0,0,0,0,0,51,0,0,0,51,48,0
15-21-11,0,0,0,54,0,0,53,46,45,0,0,0,0,51,43,30
15-21-21,0,0,53,53,0,0,52,0,46,52,0,0,0,52,0,0
15-21-31,0,0,53,53,0,0,52,44,42,52,0,0,0,52,44,0
15-21-41,0,0,54,53,0,0,54,44,46,47,0,0,0,51,45,0
15-21-51,0,37,54,53,0,0,0,44,0,55,0,0,0,50,46,0
15-22-01,0,38,52,54,0,0,0,0,0,55,0,0,0,52,45,0
15-22-11,0,0,51,54,0,0,0,0,45,55,0,0,0,51,44,0
15-22-21,0,0,52,53,0,0,52,44,0,55,0,0,0,52,44,0
15-22-31,0,38,0,53,0,0,52,44,0,53,0,0,0,0,42,0
15-22-41,0,0,54,53,0,0,53,0,46,55,0,0,0,0,45,0
15-22-51,0,42,48,55,0,0,53,43,0,54,0,0,0,50,42,0
15-23-01,0,37,53,53,0,0,58,44,0,55,0,0,0,51,0,0
15-23-11,0,0,51,54,0,0,53,44,46,55,0,0,0,51,43,0
15-23-21,0,0,52,54,0,0,0,43,0,54,0,0,0,53,41,0
15-23-31,0,38,53,53,0,0,53,44,48,55,0,0,0,51,0,0
15-23-41,0,0,52,51,0,0,54,43,46,55,0,0,0,51,41,0
15-23-51,0,40,53,55,0,0,53,44,0,52,0,0,0,52,0,0
15-24-01,0,35,53,54,0,0,52,40,40,55,0,0,0,50,43,0
15-24-11,0,0,51,54,0,0,52,0,0,54,0,0,0,51,0,30
15-24-21,0,0,0,54,0,0,51,0,45,57,0,0,0,51,0,0
15-24-31,0,0,0,0,0,0,55,42,45,51,0,0,0,50,46,0
15-24-41,0,0,54,0,0,0,0,43,0,53,0,0,0,50,0,0
15-24-51,0,35,53,54,0,0,53,0,46,55,0,0,0,0,45,0
15-25-01,0,39,53,54,0,0,55,0,46,56,0,0,0,50,45,0
15-25-11,0,0,50,51,0,0,55,44,46,54,0,0,0,51,45,0
15-25-21,0,0,53,53,0,0,52,44,0,55,0,0,0,0,45,0
15-25-31,0,0,53,54,0,0,51,44,0,55,0,0,0,50,45,0
15-25-41,0,0,53,53,0,0,51,0,45,52,0,0,0,50,45,0
15-25-51,0,0,53,52,0,0,48,0,45,52,0,0,0,50,46,0
15-26-01,0,42,53,53,0,0,49,44,48,55,0,0,0,50,45,0
15-26-11,0,0,53,53,0,0,0,40,0,55,0,0,0,52,45,0
15-26-21,0,0,53,53,0,0,51,44,39,52,0,0,0,50,0,0
15-26-31,0,0,53,53,0,0,51,0,46,52,0,0,0,50,41,0
15-26-41,0,0,53,53,0,0,51,40,45,56,0,0,0,50,0,0
15-26-51,0,40,53,53,0,0,51,0,0,55,0,0,0,52,46,0
15-27-01,0,0,53,54,0,0,51,44,0,0,0,0,0,50,39,0
15-27-11,0,0,53,53,0,0,50,44,46,55,0,0,0,50,46,0
15-27-21,0,0,47,52,0,0,51,0,45,55,0,0,0,50,45,0
15-27-31,0,0,53,0,0,0,49,44,45,52,0,0,0,0,46,0
15-27-41,0,0,53,53,0,0,53,44,44,54,0,0,0,0,45,0
15-27-51,0,0,53,52,0,0,55,35,0,53,0,0,0,50,45,0
15-28-01,0,0,53,53,0,0,51,44,46,55,0,0,0,50,45,0
15-28-11,0,0,52,53,0,0,51,43,45,55,0,0,0,50,45,0
15-28-21,0,0,53,53,0,0,51,44,46,55,0,0,0,50,0,0
15-28-31,0,0,53,55,0,0,51,44,46,0,0,0,0,50,43,0
15-28-41,0,0,53,54,0,0,52,44,0,54,0,0,0,50,45,0
15-28-51,0,0,48,53,0,0,52,44,46,56,0,0,0,50,46,0
15-29-01,0,0,51,53,0,0,49,0,0,51,0,0,0,50,45,0
15-29-11,0,0,53,53,0,0,52,0,0,55,0,0,0,0,43,0
15-29-21,0,0,53,53,0,0,51,45,46,53,0,0,0,50,45,0
15-29-31,0,0,53,53,0,0,51,40,46,54,0,0,0,50,46,0
15-29-41,0,0,53,53,0,0,50,44,0,55,0,0,0,50,0,0
15-29-51,0,0,52,53,0,0,47,0,45,56,0,0,0,50,45,0
15-30-01,0,0,53,53,0,0,51,43,0,53,0,0,0,0,46,0
15-30-11,0,35,48,56,0,0,52,0,0,53,0,0,0,49,47,0
15-30-21,0,0,53,52,0,0,51,44,45,55,0,0,0,0,0,29
15-30-31,0,0,53,52,0,0,51,0,45,55,0,0,0,50,0,0
15-30-41,0,40,50,53,0,0,0,44,46,53,0,0,0,52,46,0
15-30-51,0,0,52,52,0,0,52,44,0,55,0,0,0,50,39,0
15-31-01,0,0,53,54,0,0,51,45,0,48,0,0,0,50,42,30
15-31-11,0,0,0,54,0,0,50,44,0,55,0,0,0,50,43,0
15-31-21,0,35,53,54,0,0,49,0,0,52,0,0,0,50,46,0
15-31-31,0,40,52,53,0,0,51,45,46,54,0,0,0,0,45,0
15-31-41,0,0,54,53,0,0,51,0,0,53,0,0,0,52,45,0
15-31-51,0,0,47,54,0,0,50,0,46,53,0,0,0,51,0,0
15-32-01,0,0,53,54,0,0,51,0,42,55,0,0,0,51,0,0
15-32-11,0,0,53,53,0,0,52,38,0,0,0,0,0,53,46,0
15-32-21,0,0,53,51,0,0,0,44,0,52,0,0,0,52,45,0
15-32-31,0,0,53,52,0,0,54,45,45,55,0,0,0,0,45,0
15-32-41,0,37,51,51,0,0,53,43,0,53,0,0,0,50,0,0
15-32-51,0,0,53,53,0,0,54,44,0,55,0,0,0,50,43,0
15-33-01,0,30,51,52,0,0,55,44,48,53,0,0,0,0,45,0
15-33-11,0,0,48,51,0,0,56,43,46,49,0,0,0,51,49,0
15-33-21,0,0,55,53,0,0,56,44,0,53,0,0,0,53,48,0
15-33-31,0,0,52,53,0,0,56,0,45,0,0,0,0,51,48,0
15-33-41,0,0,53,53,0,0,56,0,0,51,0,0,0,51,48,0
15-33-51,0,0,53,54,0,0,57,0,0,53,0,0,0,52,48,0
15-34-01,0,0,55,51,0,0,56,43,45,53,0,0,0,0,49,0
15-34-11,0,30,53,54,0,0,55,0,43,53,0,0,0,51,0,0
15-34-21,0,0,53,52,0,0,55,41,45,49,0,0,0,52,50,0
15-34-31,0,38,52,54,0,0,56,43,45,53,0,0,0,0,49,0
15-34-41,0,0,53,54,0,0,55,0,0,53,0,0,0,50,49,0
15-34-51,0,0,50,53,0,0,56,43,0,49,0,0,0,53,49,0
15-35-01,0,0,53,54,0,0,55,43,0,53,0,0,0,49,49,0
15-35-11,0,0,53,49,0,0,55,39,46,53,0,0,0,52,0,0
15-35-21,0,0,0,52,0,0,53,43,0,0,0,0,0,50,44,0
15-35-31,0,0,51,52,0,0,56,0,45,55,0,0,0,0,0,0
15-35-41,0,0,52,0,0,0,56,44,0,54,0,0,0,50,49,0
15-35-51,0,0,52,0,0,0,55,43,0,53,0,0,0,50,0,0
15-36-01,0,37,53,51,0,0,55,43,45,43,0,0,0,50,49,0
15-36-11,0,0,0,55,0,0,57,0,0,49,0,0,0,50,48,0
15-36-21,0,0,53,53,0,0,56,0,45,53,0,0,0,51,49,0
15-36-31,0,0,52,53,0,0,57,41,45,53,0,0,0,49,48,0
15-36-41,0,0,0,53,0,0,56,0,45,53,0,0,0,50,0,0
15-36-51,0,0,53,52,0,0,56,40,46,53,0,0,0,52,49,0
15-37-01,0,0,53,53,0,0,56,34,46,53,0,0,0,52,0,0
15-37-11,0,38,53,54,0,0,56,44,0,53,0,0,0,50,48,0
15-37-21,0,0,49,53,0,0,56,43,46,54,0,0,0,52,49,0
15-37-31,0,37,53,54,0,0,55,43,0,52,0,0,0,51,0,0
15-37-41,0,0,0,54,0,0,55,0,45,49,0,0,0,51,0,0
15-37-51,0,32,53,53,0,0,56,0,0,53,0,0,0,51,48,0
15-38-01,0,0,51,54,0,0,55,34,45,53,0,0,0,0,49,0
15-38-11,0,38,54,54,0,0,54,41,0,53,0,0,0,52,48,0
15-38-21,0,0,53,53,0,0,56,43,0,53,0,0,0,50,49,0
15-38-31,0,0,53,55,0,0,56,43,0,51,0,0,0,51,48,0
15-38-41,0,0,53,54,0,0,56,43,45,53,0,0,0,50,43,0
15-38-51,0,0,49,54,0,0,57,43,0,44,0,0,0,48,48,0
15-39-01,0,0,53,53,0,0,55,40,41,52,0,0,0,51,48,0
15-39-11,0,37,0,53,0,0,56,0,43,53,0,0,0,0,49,0
15-39-21,0,0,0,52,0,0,55,44,0,53,0,0,0,51,50,0
15-39-31,0,0,53,53,0,0,55,0,46,49,0,0,0,50,0,0
15-39-41,0,0,53,53,0,0,55,0,41,53,0,0,0,50,0,0
15-39-51,0,0,51,55,0,0,56,43,45,47,0,0,0,50,49,0
15-40-01,0,0,50,52,0,0,56,0,0,54,0,0,0,52,49,0
15-40-11,0,0,47,54,0,0,57,44,45,44,0,0,0,51,48,0
15-40-21,0,0,0,54,0,0,56,43,45,54,0,0,0,52,48,0
15-40-31,0,0,54,52,0,0,56,43,46,53,0,0,0,51,48,0
15-40-41,0,43,46,55,0,0,40,0,48,48,0,0,0,51,0,0
15-40-51,0,43,52,51,0,0,44,45,44,52,0,0,0,51,50,0
15-41-01,0,0,52,54,0,0,0,0,0,45,0,0,0,51,50,0
15-41-11,0,39,55,53,0,0,38,0,45,52,0,0,0,50,49,0
15-41-21,0,33,55,53,0,0,47,46,45,52,0,0,0,51,48,0
15-41-31,0,38,55,54,0,0,48,46,44,55,0,0,0,51,0,0
15-41-41,0,37,55,53,0,0,48,47,45,52,0,0,0,0,48,0
15-41-51,0,38,53,53,0,0,47,0,0,55,0,0,0,51,45,31
15-42-01,0,37,54,53,0,0,0,46,44,54,0,0,0,50,48,32
15-42-11,0,0,54,53,0,0,46,46,0,0,0,0,0,50,48,0
15-42-21,0,43,52,53,0,0,48,45,47,50,0,0,0,53,49,0
15-42-31,0,41,54,51,0,0,48,0,44,54,0,0,0,0,50,0
15-42-41,0,0,55,53,0,0,0,47,44,55,0,0,0,0,0,0
15-42-51,0,0,51,53,0,0,47,47,0,52,0,0,0,52,52,0
15-43-01,0,0,54,52,0,0,46,45,0,49,0,0,0,52,0,0
15-43-11,0,0,55,53,0,0,48,46,0,55,0,0,0,51,48,0
15-43-21,0,0,55,53,0,0,48,47,0,55,0,0,0,51,0,0
15-43-31,0,38,53,52,0,0,50,47,47,53,0,0,0,48,0,0
15-43-41,0,39,55,53,0,0,0,47,45,56,0,0,0,49,48,0
15-43-51,0,33,54,52,0,0,46,46,0,54,0,0,0,51,48,0
15-44-01,0,0,55,53,0,0,47,0,0,55,0,0,0,53,0,0
15-44-11,0,0,53,0,0,0,48,41,46,55,0,0,0,52,48,0
15-44-21,0,0,55,53,0,0,46,47,0,52,0,0,0,50,48,31
15-44-31,0,0,0,53,0,0,0,46,45,52,0,0,0,52,46,0
15-44-41,0,0,0,52,0,0,46,0,44,0,0,0,0,51,0,0
15-44-51,0,0,55,51,0,0,47,43,0,54,0,0,0,51,48,0
15-45-01,0,0,0,55,0,0,0,47,0,59,0,0,0,52,45,32
15-45-11,0,0,53,53,0,0,0,46,45,54,0,0,0,50,0,0
15-45-21,0,0,54,53,0,0,46,46,42,54,0,0,0,51,47,0
15-45-31,0,31,56,53,0,0,46,35,0,54,0,0,0,52,47,0
15-45-41,0,0,55,54,0,0,46,47,0,52,0,0,0,52,48,0
15-45-51,0,33,52,52,0,0,46,0,0,50,0,0,0,52,0,0
15-46-01,0,0,53,53,0,0,44,46,46,55,0,0,0,49,48,0
15-46-11,0,33,55,53,0,0,46,47,45,52,0,0,0,0,48,0
15-46-21,0,44,55,54,0,0,0,46,0,51,0,0,0,50,0,0
15-46-31,0,0,53,53,0,0,47,46,45,56,0,0,0,51,48,0
15-46-41,0,43,55,53,0,0,0,44,0,52,0,0,0,53,49,0
15-46-51,0,35,0,53,0,0,48,47,44,55,0,0,0,52,48,0
15-47-01,0,32,57,53,0,0,46,47,44,55,0,0,0,52,0,0
15-47-11,0,44,0,53,0,0,46,46,0,49,0,0,0,53,48,0
15-47-21,0,0,51,52,0,0,46,0,46,55,0,0,0,52,48,0
15-47-31,0,37,0,53,0,0,0,47,44,55,0,0,0,52,0,0
15-47-41,0,38,55,53,0,0,46,46,44,55,0,0,0,52,44,0
15-47-51,0,0,55,53,0,0,0,45,46,54,0,0,0,53,48,0
15-48-01,0,0,0,52,0,0,46,0,0,54,0,0,0,51,0,0
15-48-11,0,0,53,53,0,0,0,46,0,55,0,0,0,51,46,0
15-48-21,0,0,51,53,0,0,0,47,0,56,0,0,0,52,0,0
15-48-31,0,43,55,54,0,0,46,46,0,53,0,0,0,0,0,0
15-48-41,0,32,55,53,0,0,45,46,0,51,0,0,0,52,48,0
15-48-51,0,0,55,53,0,0,46,44,45,54,0,0,0,48,48,0
15-49-01,0,36,55,53,0,0,46,47,0,0,0,0,0,51,48,0
15-49-11,0,44,56,0,0,0,45,46,44,53,0,0,0,0,48,0
15-49-21,0,38,57,53,0,0,45,0,47,55,0,0,0,52,48,0
15-49-31,0,31,55,54,0,0,46,47,45,55,0,0,0,0,0,32
15-49-41,0,0,55,53,0,0,0,43,45,54,0,0,0,0,48,0
15-49-51,0,32,55,54,0,0,45,0,46,54,0,0,0,51,0,0
15-50-01,0,43,55,54,0,0,45,46,44,54,0,0,0,52,0,0
15-50-11,0,31,55,50,0,0,45,44,0,54,0,0,0,51,48,0
15-50-21,0,0,55,53,0,0,46,46,45,55,0,0,0,51,48,0
15-50-31,0,0,52,54,0,0,0,0,43,54,0,0,0,50,46,0
15-50-41,0,0,55,53,0,0,45,47,43,54,0,0,0,51,49,0
15-50-51,0,36,57,53,0,0,46,0,0,54,0,0,0,49,48,0
15-51-01,0,0,53,53,0,0,0,0,45,55,0,0,0,51,45,0
15-51-11,0,44,55,53,0,0,0,38,46,55,0,0,0,50,0,0
15-51-21,0,0,55,53,0,0,46,45,46,51,0,0,0,49,48,0
15-51-31,0,33,55,53,0,0,45,46,45,0,0,0,0,53,0,0
15-51-41,0,31,55,53,0,0,0,45,45,56,0,0,0,52,48,0
15-51-51,0,0,55,53,0,0,46,46,45,54,0,0,0,52,47,0
15-52-01,0,0,54,53,0,0,45,46,0,55,0,0,0,0,0,0
15-52-11,0,0,55,53,0,0,0,0,45,51,0,0,0,0,0,31
15-52-21,0,0,54,53,0,0,47,47,45,53,0,0,0,52,48,0
15-52-31,0,32,55,48,0,0,0,0,0,54,0,0,0,51,48,0
15-52-41,0,32,55,54,0,0,0,0,45,54,0,0,0,0,47,0
15-52-51,0,0,51,53,0,0,46,47,45,54,0,0,0,50,46,0
15-53-01,0,43,52,54,0,0,0,45,45,54,0,0,0,49,47,31
15-53-11,0,0,55,51,0,0,0,43,0,53,0,0,0,51,48,0
15-53-21,0,36,55,53,0,0,46,0,44,53,0,0,0,0,0,32
15-53-31,0,35,55,53,0,0,0,0,44,56,0,0,0,52,48,0
15-53-41,0,0,56,53,0,0,46,46,43,55,0,0,0,53,47,0
15-53-51,0,37,52,52,0,0,45,45,45,54,0,0,0,49,45,29
15-54-01,0,0,0,53,0,0,0,46,45,52,0,0,0,50,47,0
15-54-11,0,32,55,53,0,0,45,37,45,53,0,0,0,51,47,0
15-54-21,0,43,47,53,0,0,0,0,44,55,0,0,0,51,47,0
15-54-31,0,43,0,54,0,0,46,46,0,52,0,0,0,52,0,0
15-54-41,0,0,55,52,0,0,46,0,44,55,0,0,0,52,48,0
15-54-51,0,0,55,53,0,0,46,44,45,53,0,0,0,51,48,0
15-55-01,0,0,55,54,0,0,46,41,46,55,0,0,0,50,48,0
15-55-11,0,33,54,52,0,0,0,44,45,0,0,0,0,52,47,0
15-55-21,0,0,54,53,0,0,46,0,44,48,0,0,0,51,49,0
15-55-31,0,40,55,54,0,0,0,0,43,53,0,0,0,52,45,0
15-55-41,0,43,55,53,0,0,47,47,45,54,0,0,0,0,48,0
15-55-51,0,43,55,53,0,0,46,46,45,53,0,0,0,52,41,0
15-56-01,0,0,49,54,0,0,45,0,43,53,0,0,0,51,48,0
15-56-11,0,0,54,51,0,0,47,0,0,55,0,0,0,52,48,0
15-56-21,0,0,56,53,0,0,46,45,44,53,0,0,0,51,43,0
15-56-31,0,31,54,53,0,0,0,47,0,53,0,0,0,52,46,31
15-56-41,0,0,55,53,0,0,47,0,45,55,0,0,0,52,48,0
15-56-51,0,0,0,53,0,0,46,46,45,55,0,0,0,52,48,0
15-57-01,0,0,55,53,0,0,46,46,48,53,0,0,0,0,48,0
15-57-11,0,0,54,53,0,0,46,46,46,55,0,0,0,52,48,0
15-57-21,0,38,56,53,0,0,0,40,45,55,0,0,0,52,48,0
15-57-31,0,0,54,53,0,0,47,37,0,55,0,0,0,53,48,0
15-57-41,0,0,54,54,0,0,47,43,0,54,0,0,0,0,43,0
15-57-51,0,43,0,54,0,0,46,45,44,51,0,0,0,52,0,0
15-58-01,0,32,54,53,0,0,47,40,0,53,0,0,0,52,47,0
15-58-11,0,32,48,53,0,0,46,46,45,52,0,0,0,51,47,0
15-58-21,0,0,55,53,0,0,0,0,44,55,0,0,0,51,48,0
15-58-31,0,0,0,53,0,0,46,46,45,55,0,0,0,49,48,32
15-58-41,0,32,55,53,0,0,45,42,43,53,0,0,0,51,49,31
15-58-51,0,0,0,55,0,0,0,0,46,53,0,0,0,52,48,32
15-59-01,0,32,50,53,0,0,45,0,0,54,0,0,0,52,48,0
15-59-11,0,0,56,52,0,0,0,46,44,54,0,0,0,52,0,0
15-59-21,0,0,48,52,0,0,46,0,45,56,0,0,0,0,48,0
15-59-31,0,45,53,56,0,0,46,0,0,54,0,0,0,52,42,0
15-59-41,0,31,52,53,0,0,46,0,47,48,0,0,0,53,0,0
15-59-51,0,44,54,55,0,0,46,0,0,55,0,0,0,49,47,30
